,winner,point_difference,result,name_x,team_seed,win,higher_or_lower_seed,index,year_x,Name,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,year_y,ORPG,DRPG,RPG,other_team_seed,names_for_merging_sr,index_everything,name_y,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,year_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted
580,1,7,1,Duke,1,1,1,76,2015,Duke,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,2015,12.2,25.2,37.3,8,Duke,580,Duke,24.97,9.87,65.9,119.4,0.566,2015,11.81,4.24,60.8,100.7,0.467,13.159999999999998,5.629999999999999,5.1000000000000085,18.700000000000003,0.09899999999999992
581,1,7,1,San Diego State,8,0,0,77,2015,San Diego State,5.03,6.94,10.6,0.93,5.2,16.0,578.0,1249.0,0.46299999999999997,61.8,0.419,0.32,0.629,2015,12.1,23.1,35.2,1,San Diego State,581,San Diego State,11.81,4.24,60.8,100.7,0.467,2015,24.97,9.87,65.9,119.4,0.566,-13.159999999999998,-5.629999999999999,-5.1000000000000085,-18.700000000000003,-0.09899999999999992
582,5,1,2,Utah,5,1,0,78,2015,Utah,5.03,5.94,14.3,1.25,7.7,19.0,541.0,1013.0,0.534,72.1,0.485,0.40399999999999997,0.6990000000000001,2015,9.3,25.7,34.9,4,Utah,582,Utah,20.98,7.42,62.6,113.5,0.557,2015,15.48,9.81,64.6,108.1,0.513,5.5,-2.3900000000000006,-1.999999999999993,5.400000000000006,0.04400000000000004
583,5,1,2,Georgetown,4,0,1,79,2015,Georgetown,4.9,7.74,13.2,1.04,5.8,17.0,569.0,1129.0,0.504,70.7,0.455,0.34700000000000003,0.7020000000000001,2015,11.2,23.9,35.1,5,Georgetown,583,Georgetown,15.48,9.81,64.6,108.1,0.513,2015,20.98,7.42,62.6,113.5,0.557,-5.5,2.3900000000000006,1.999999999999993,-5.400000000000006,-0.04400000000000004
584,11,3,1,UCLA,11,1,1,80,2015,UCLA,3.73,6.85,13.9,1.17,6.2,17.0,644.0,1363.0,0.47200000000000003,72.0,0.441,0.363,0.6759999999999999,2015,12.3,25.7,38.0,14,UCLA,584,UCLA,12.07,8.27,67.3,106.1,0.496,2015,1.94,1.62,65.9,101.5,0.477,10.13,6.6499999999999995,1.3999999999999915,4.599999999999994,0.019000000000000017
585,11,3,1,Alabama-Birmingham,14,0,0,81,2015,UAB,5.18,6.62,14.4,1.06,5.5,17.0,633.0,1344.0,0.47100000000000003,68.9,0.43,0.332,0.741,2015,11.9,24.7,36.6,11,Alabama-Birmingham,585,Alabama-Birmingham,1.94,1.62,65.9,101.5,0.477,2015,12.07,8.27,67.3,106.1,0.496,-10.13,-6.6499999999999995,-1.3999999999999915,-4.599999999999994,-0.019000000000000017
586,2,5,1,Iowa,7,0,0,82,2015,Iowa,4.69,6.59,14.4,1.27,5.7,17.0,577.0,1231.0,0.469,69.4,0.42700000000000005,0.332,0.745,2015,12.5,25.2,37.7,2,Iowa,586,Iowa,15.83,8.39,64.5,107.4,0.481,2015,21.12,5.12,65.2,120.3,0.584,-5.290000000000001,3.2700000000000005,-0.7000000000000028,-12.899999999999991,-0.10299999999999998
587,2,5,1,Gonzaga,2,1,1,83,2015,Gonzaga,3.35,6.21,16.5,1.56,7.1,17.0,731.0,1263.0,0.579,79.1,0.524,0.408,0.691,2015,10.2,27.6,37.9,7,Gonzaga,587,Gonzaga,21.12,5.12,65.2,120.3,0.584,2015,15.83,8.39,64.5,107.4,0.481,5.290000000000001,-3.2700000000000005,0.7000000000000028,12.899999999999991,0.10299999999999998
588,1,4,1,Duke,1,1,1,84,2015,Duke,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,2015,12.2,25.2,37.3,5,Duke,588,Duke,24.97,9.87,65.9,119.4,0.566,2015,20.98,7.42,62.6,113.5,0.557,3.9899999999999984,2.4499999999999993,3.3000000000000043,5.900000000000006,0.008999999999999897
589,1,4,1,Utah,5,0,0,85,2015,Utah,5.03,5.94,14.3,1.25,7.7,19.0,541.0,1013.0,0.534,72.1,0.485,0.40399999999999997,0.6990000000000001,2015,9.3,25.7,34.9,1,Utah,589,Utah,20.98,7.42,62.6,113.5,0.557,2015,24.97,9.87,65.9,119.4,0.566,-3.9899999999999984,-2.4499999999999993,-3.3000000000000043,-5.900000000000006,-0.008999999999999897
590,2,9,1,UCLA,11,0,0,86,2015,UCLA,3.73,6.85,13.9,1.17,6.2,17.0,644.0,1363.0,0.47200000000000003,72.0,0.441,0.363,0.6759999999999999,2015,12.3,25.7,38.0,2,UCLA,590,UCLA,12.07,8.27,67.3,106.1,0.496,2015,21.12,5.12,65.2,120.3,0.584,-9.05,3.1499999999999995,2.0999999999999943,-14.200000000000003,-0.08799999999999997
591,2,9,1,Gonzaga,2,1,1,87,2015,Gonzaga,3.35,6.21,16.5,1.56,7.1,17.0,731.0,1263.0,0.579,79.1,0.524,0.408,0.691,2015,10.2,27.6,37.9,11,Gonzaga,591,Gonzaga,21.12,5.12,65.2,120.3,0.584,2015,12.07,8.27,67.3,106.1,0.496,9.05,-3.1499999999999995,-2.0999999999999943,14.200000000000003,0.08799999999999997
592,1,1,1,Duke,1,1,1,88,2015,Duke,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,2015,12.2,25.2,37.3,2,Duke,592,Duke,24.97,9.87,65.9,119.4,0.566,2015,21.12,5.12,65.2,120.3,0.584,3.849999999999998,4.749999999999999,0.7000000000000028,-0.8999999999999915,-0.018000000000000016
593,1,1,1,Gonzaga,2,0,0,89,2015,Gonzaga,3.35,6.21,16.5,1.56,7.1,17.0,731.0,1263.0,0.579,79.1,0.524,0.408,0.691,2015,10.2,27.6,37.9,1,Gonzaga,593,Gonzaga,21.12,5.12,65.2,120.3,0.584,2015,24.97,9.87,65.9,119.4,0.566,-3.849999999999998,-4.749999999999999,-0.7000000000000028,0.8999999999999915,0.018000000000000016
594,1,15,1,Wisconsin,1,1,1,90,2015,Wisconsin,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,2015,9.5,24.2,33.7,16,Wisconsin,594,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,-1.02,-6.18,65.2,110.0,0.5,25.63,16.47,-5.700000000000003,11.099999999999994,0.04800000000000004
595,1,15,1,Coastal Carolina,16,0,0,91,2015,Coastal Carolina,3.33,7.03,11.4,0.96,6.7,19.0,587.0,1220.0,0.48100000000000004,71.7,0.439,0.35600000000000004,0.688,2015,13.3,26.5,39.8,1,Coastal Carolina,595,Coastal Carolina,-1.02,-6.18,65.2,110.0,0.5,2015,24.61,10.29,59.5,121.1,0.548,-25.63,-16.47,5.700000000000003,-11.099999999999994,-0.04800000000000004
596,8,1,1,Oregon,8,1,1,92,2015,Oregon,4.32,5.74,14.2,1.21,7.3,20.0,689.0,1343.0,0.513,75.6,0.461,0.36,0.76,2015,10.6,25.8,36.4,9,Oregon,596,Oregon,11.43,7.65,68.0,109.3,0.524,2015,12.95,9.63,64.6,103.6,0.507,-1.5199999999999996,-1.9800000000000004,3.4000000000000057,5.700000000000003,0.017000000000000015
597,8,1,1,Oklahoma State,9,0,0,93,2015,Oklahoma State,5.03,7.9,11.5,0.93,7.0,20.0,490.0,989.0,0.495,67.3,0.439,0.35,0.726,2015,9.0,23.5,32.5,8,Oklahoma State,597,Oklahoma State,12.95,9.63,64.6,103.6,0.507,2015,11.43,7.65,68.0,109.3,0.524,1.5199999999999996,1.9800000000000004,-3.4000000000000057,-5.700000000000003,-0.017000000000000015
598,5,7,1,Arkansas,5,1,1,94,2015,Arkansas,4.76,7.76,16.1,1.38,6.7,19.0,705.0,1435.0,0.491,78.0,0.447,0.35,0.7240000000000001,2015,13.0,22.8,35.8,12,Arkansas,598,Arkansas,14.07,6.79,70.1,109.6,0.5,2015,2.56,-2.98,62.7,106.2,0.516,11.51,9.77,7.3999999999999915,3.3999999999999915,-0.016000000000000014
599,5,7,1,Wofford,12,0,0,95,2015,Wofford,2.53,6.56,13.4,1.22,6.3,17.0,585.0,1173.0,0.499,67.0,0.45799999999999996,0.376,0.6890000000000001,2015,9.1,23.3,32.4,5,Wofford,599,Wofford,2.56,-2.98,62.7,106.2,0.516,2015,14.07,6.79,70.1,109.6,0.5,-11.51,-9.77,-7.3999999999999915,-3.3999999999999915,0.016000000000000014
600,4,9,1,UNC,4,1,1,96,2015,North Carolina,4.4,6.66,17.7,1.4,4.8,14.0,852.0,1660.0,0.513,77.9,0.475,0.345,0.7,2015,13.9,27.1,41.0,13,North Carolina,600,North Carolina,20.63,11.76,69.2,111.6,0.516,2015,4.47,-0.25,61.2,103.2,0.481,16.16,12.01,8.0,8.399999999999991,0.03500000000000003
601,4,9,1,Harvard,13,0,0,97,2015,Harvard,4.59,7.03,12.9,1.1,4.9,14.0,509.0,1094.0,0.465,64.2,0.435,0.353,0.713,2015,10.5,24.0,34.4,4,Harvard,601,Harvard,4.47,-0.25,61.2,103.2,0.481,2015,20.63,11.76,69.2,111.6,0.516,-16.16,-12.01,-8.0,-8.399999999999991,-0.03500000000000003
602,6,5,1,Xavier,6,1,1,98,2015,Xavier,2.85,6.09,16.4,1.36,6.3,18.0,671.0,1257.0,0.534,73.6,0.473,0.349,0.725,2015,10.0,24.8,34.8,11,Xavier,602,Xavier,15.42,9.48,65.6,109.8,0.534,2015,11.39,7.01,67.0,107.9,0.478,4.029999999999999,2.4700000000000006,-1.4000000000000057,1.8999999999999915,0.05600000000000005
603,6,5,1,Ole Miss,11,0,0,99,2015,Ole Miss,3.69,6.59,12.8,1.13,6.5,19.0,581.0,1238.0,0.469,72.6,0.426,0.33799999999999997,0.778,2015,12.4,25.2,37.6,6,Mississippi,603,Mississippi,11.39,7.01,67.0,107.9,0.478,2015,15.42,9.48,65.6,109.8,0.534,-4.029999999999999,-2.4700000000000006,1.4000000000000057,-1.8999999999999915,-0.05600000000000005
604,14,11,2,Baylor,3,0,1,100,2015,Baylor,3.97,7.91,14.6,1.17,6.9,18.0,565.0,1224.0,0.462,69.5,0.434,0.377,0.67,2015,14.7,24.5,39.2,14,Baylor,604,Baylor,17.85,9.33,62.8,109.2,0.497,2015,5.47,-2.03,64.3,109.8,0.527,12.380000000000003,11.36,-1.5,-0.5999999999999943,-0.030000000000000027
605,14,11,2,Georgia State,14,1,0,101,2015,Georgia State,4.21,9.09,13.6,1.28,4.9,15.0,691.0,1286.0,0.537,72.0,0.48,0.331,0.727,2015,9.4,23.4,32.8,3,Georgia State,605,Georgia State,5.47,-2.03,64.3,109.8,0.527,2015,17.85,9.33,62.8,109.2,0.497,-12.380000000000003,-11.36,1.5,0.5999999999999943,0.030000000000000027
606,10,3,2,VCU,7,0,1,102,2015,VCU,4.31,9.66,12.6,1.19,8.1,24.0,589.0,1248.0,0.47200000000000003,72.5,0.42,0.342,0.6559999999999999,2015,12.3,23.1,35.4,10,Virginia Commonwealth,606,Virginia Commonwealth,12.79,6.1,66.4,106.5,0.487,2015,19.68,7.37,66.0,113.2,0.542,-6.890000000000001,-1.2700000000000005,0.4000000000000057,-6.700000000000003,-0.05500000000000005
607,10,3,2,Ohio State,10,1,0,103,2015,Ohio State,5.09,7.79,15.4,1.36,6.8,18.0,691.0,1281.0,0.539,75.8,0.486,0.37200000000000005,0.6779999999999999,2015,11.3,24.6,35.8,7,Ohio State,607,Ohio State,19.68,7.37,66.0,113.2,0.542,2015,12.79,6.1,66.4,106.5,0.487,6.890000000000001,1.2700000000000005,-0.4000000000000057,6.700000000000003,0.05500000000000005
608,2,13,1,Arizona,2,1,1,104,2015,Arizona,3.59,7.18,14.2,1.27,5.1,14.0,736.0,1377.0,0.534,76.4,0.489,0.36,0.6990000000000001,2015,10.8,26.4,37.2,15,Arizona,608,Arizona,24.33,7.41,66.5,114.7,0.535,2015,-5.98,-6.09,64.5,103.6,0.495,30.31,13.5,2.0,11.100000000000009,0.040000000000000036
609,2,13,1,Texas Southern,15,0,0,105,2015,Texas Southern,3.12,6.15,10.9,0.83,5.3,17.0,614.0,1227.0,0.5,68.2,0.444,0.32,0.662,2015,11.4,23.2,34.5,2,Texas Southern,609,Texas Southern,-5.98,-6.09,64.5,103.6,0.495,2015,24.33,7.41,66.5,114.7,0.535,-30.31,-13.5,-2.0,-11.100000000000009,-0.040000000000000036
610,1,7,1,Wisconsin,1,1,1,106,2015,Wisconsin,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,2015,9.5,24.2,33.7,8,Wisconsin,610,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,11.43,7.65,68.0,109.3,0.524,13.18,2.639999999999999,-8.5,11.799999999999997,0.02400000000000002
611,1,7,1,Oregon,8,0,0,107,2015,Oregon,4.32,5.74,14.2,1.21,7.3,20.0,689.0,1343.0,0.513,75.6,0.461,0.36,0.76,2015,10.6,25.8,36.4,1,Oregon,611,Oregon,11.43,7.65,68.0,109.3,0.524,2015,24.61,10.29,59.5,121.1,0.548,-13.18,-2.639999999999999,8.5,-11.799999999999997,-0.02400000000000002
612,4,1,1,Arkansas,5,0,0,108,2015,Arkansas,4.76,7.76,16.1,1.38,6.7,19.0,705.0,1435.0,0.491,78.0,0.447,0.35,0.7240000000000001,2015,13.0,22.8,35.8,4,Arkansas,612,Arkansas,14.07,6.79,70.1,109.6,0.5,2015,20.63,11.76,69.2,111.6,0.516,-6.559999999999999,-4.97,0.8999999999999915,-2.0,-0.016000000000000014
613,4,1,1,UNC,4,1,1,109,2015,North Carolina,4.4,6.66,17.7,1.4,4.8,14.0,852.0,1660.0,0.513,77.9,0.475,0.345,0.7,2015,13.9,27.1,41.0,5,North Carolina,613,North Carolina,20.63,11.76,69.2,111.6,0.516,2015,14.07,6.79,70.1,109.6,0.5,6.559999999999999,4.97,-0.8999999999999915,2.0,0.016000000000000014
614,6,8,1,Xavier,6,1,1,110,2015,Xavier,2.85,6.09,16.4,1.36,6.3,18.0,671.0,1257.0,0.534,73.6,0.473,0.349,0.725,2015,10.0,24.8,34.8,14,Xavier,614,Xavier,15.42,9.48,65.6,109.8,0.534,2015,5.47,-2.03,64.3,109.8,0.527,9.95,11.51,1.2999999999999972,0.0,0.007000000000000006
615,6,8,1,Georgia State,14,0,0,111,2015,Georgia State,4.21,9.09,13.6,1.28,4.9,15.0,691.0,1286.0,0.537,72.0,0.48,0.331,0.727,2015,9.4,23.4,32.8,6,Georgia State,615,Georgia State,5.47,-2.03,64.3,109.8,0.527,2015,15.42,9.48,65.6,109.8,0.534,-9.95,-11.51,-1.2999999999999972,0.0,-0.007000000000000006
616,2,8,1,Ohio State,10,0,0,112,2015,Ohio State,5.09,7.79,15.4,1.36,6.8,18.0,691.0,1281.0,0.539,75.8,0.486,0.37200000000000005,0.6779999999999999,2015,11.3,24.6,35.8,2,Ohio State,616,Ohio State,19.68,7.37,66.0,113.2,0.542,2015,24.33,7.41,66.5,114.7,0.535,-4.649999999999999,-0.040000000000000036,-0.5,-1.5,0.007000000000000006
617,2,8,1,Arizona,2,1,1,113,2015,Arizona,3.59,7.18,14.2,1.27,5.1,14.0,736.0,1377.0,0.534,76.4,0.489,0.36,0.6990000000000001,2015,10.8,26.4,37.2,10,Arizona,617,Arizona,24.33,7.41,66.5,114.7,0.535,2015,19.68,7.37,66.0,113.2,0.542,4.649999999999999,0.040000000000000036,0.5,1.5,-0.007000000000000006
618,1,3,1,Wisconsin,1,1,1,114,2015,Wisconsin,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,2015,9.5,24.2,33.7,4,Wisconsin,618,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,20.63,11.76,69.2,111.6,0.516,3.9800000000000004,-1.4700000000000006,-9.700000000000003,9.5,0.03200000000000003
619,1,3,1,UNC,4,0,0,115,2015,North Carolina,4.4,6.66,17.7,1.4,4.8,14.0,852.0,1660.0,0.513,77.9,0.475,0.345,0.7,2015,13.9,27.1,41.0,1,North Carolina,619,North Carolina,20.63,11.76,69.2,111.6,0.516,2015,24.61,10.29,59.5,121.1,0.548,-3.9800000000000004,1.4700000000000006,9.700000000000003,-9.5,-0.03200000000000003
620,2,4,1,Xavier,6,0,0,116,2015,Xavier,2.85,6.09,16.4,1.36,6.3,18.0,671.0,1257.0,0.534,73.6,0.473,0.349,0.725,2015,10.0,24.8,34.8,2,Xavier,620,Xavier,15.42,9.48,65.6,109.8,0.534,2015,24.33,7.41,66.5,114.7,0.535,-8.909999999999998,2.0700000000000003,-0.9000000000000057,-4.900000000000006,-0.0010000000000000009
621,2,4,1,Arizona,2,1,1,117,2015,Arizona,3.59,7.18,14.2,1.27,5.1,14.0,736.0,1377.0,0.534,76.4,0.489,0.36,0.6990000000000001,2015,10.8,26.4,37.2,6,Arizona,621,Arizona,24.33,7.41,66.5,114.7,0.535,2015,15.42,9.48,65.6,109.8,0.534,8.909999999999998,-2.0700000000000003,0.9000000000000057,4.900000000000006,0.0010000000000000009
622,1,1,1,Wisconsin,1,1,1,118,2015,Wisconsin,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,2015,9.5,24.2,33.7,2,Wisconsin,622,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,24.33,7.41,66.5,114.7,0.535,0.28000000000000114,2.879999999999999,-7.0,6.3999999999999915,0.013000000000000012
623,1,1,1,Arizona,2,0,0,119,2015,Arizona,3.59,7.18,14.2,1.27,5.1,14.0,736.0,1377.0,0.534,76.4,0.489,0.36,0.6990000000000001,2015,10.8,26.4,37.2,1,Arizona,623,Arizona,24.33,7.41,66.5,114.7,0.535,2015,24.61,10.29,59.5,121.1,0.548,-0.28000000000000114,-2.879999999999999,7.0,-6.3999999999999915,-0.013000000000000012
624,1,6,1,Duke,1,1,1,120,2015,Duke,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,2015,12.2,25.2,37.3,7,Duke,624,Duke,24.97,9.87,65.9,119.4,0.566,2015,17.46,10.0,63.0,109.7,0.532,7.509999999999998,-0.13000000000000078,2.9000000000000057,9.700000000000003,0.03399999999999992
625,1,6,1,Michigan State,7,0,0,121,2015,Michigan State,4.56,5.32,17.1,1.47,7.5,20.0,645.0,1249.0,0.516,71.9,0.47100000000000003,0.386,0.633,2015,11.5,26.2,37.7,1,Michigan State,625,Michigan State,17.46,10.0,63.0,109.7,0.532,2015,24.97,9.87,65.9,119.4,0.566,-7.509999999999998,0.13000000000000078,-2.9000000000000057,-9.700000000000003,-0.03399999999999992
626,1,0,0,Kentucky,1,9999,9999,122,2015,Kentucky,6.88,6.56,14.7,1.39,5.4,16.0,698.0,1355.0,0.515,74.9,0.469,0.35,0.722,2015,12.9,25.3,38.2,1,Kentucky,626,Kentucky,28.72,8.67,63.8,115.5,0.515,2015,24.61,10.29,59.5,121.1,0.548,4.109999999999999,-1.6199999999999992,4.299999999999997,-5.599999999999994,-0.03300000000000003
627,1,0,0,Wisconsin,1,9999,9999,123,2015,Wisconsin,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,2015,9.5,24.2,33.7,1,Wisconsin,627,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,28.72,8.67,63.8,115.5,0.515,-4.109999999999999,1.6199999999999992,-4.299999999999997,5.599999999999994,0.03300000000000003
628,1,0,0,Duke,1,9999,9999,124,2015,Duke,3.76,7.18,15.5,1.38,7.6,20.0,694.0,1232.0,0.563,80.6,0.502,0.386,0.691,2015,12.2,25.2,37.3,1,Duke,628,Duke,24.97,9.87,65.9,119.4,0.566,2015,24.61,10.29,59.5,121.1,0.548,0.35999999999999943,-0.41999999999999993,6.400000000000006,-1.6999999999999886,0.017999999999999905
629,1,0,0,Wisconsin,1,9999,9999,125,2015,Wisconsin,3.5,4.53,12.7,1.71,7.0,20.0,623.0,1130.0,0.551,71.9,0.48,0.35700000000000004,0.763,2015,9.5,24.2,33.7,1,Wisconsin,629,Wisconsin,24.61,10.29,59.5,121.1,0.548,2015,24.97,9.87,65.9,119.4,0.566,-0.35999999999999943,0.41999999999999993,-6.400000000000006,1.6999999999999886,-0.017999999999999905
630,1,15,1,UNC,1,1,1,0,2016,North Carolina,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,2016,14.0,26.9,41.0,16,North Carolina,630,North Carolina,23.44,10.69,70.2,118.0,0.526,2016,-0.79,-3.82,69.7,108.1,0.523,24.23,14.51,0.5,9.900000000000006,0.0030000000000000027
631,1,15,1,Florida Gulf Coast,16,0,0,1,2016,Florida Gulf Coast,4.0,6.61,13.5,1.1,5.3,15.0,773.0,1498.0,0.516,77.0,0.47700000000000004,0.35700000000000004,0.647,2016,11.9,28.3,40.2,1,Florida Gulf Coast,631,Florida Gulf Coast,-0.79,-3.82,69.7,108.1,0.523,2016,23.44,10.69,70.2,118.0,0.526,-24.23,-14.51,-0.5,-9.900000000000006,-0.0030000000000000027
632,9,1,2,USC,8,0,1,2,2016,USC,5.45,6.33,14.9,1.22,7.9,20.0,694.0,1410.0,0.49200000000000005,80.8,0.45799999999999996,0.385,0.6779999999999999,2016,12.0,27.5,39.5,9,Southern California,632,Southern California,13.52,7.64,72.5,109.4,0.522,2016,11.94,8.46,69.8,104.4,0.48,1.58,-0.8200000000000012,2.700000000000003,5.0,0.04200000000000004
633,9,1,2,Providence,9,1,0,3,2016,Providence,3.61,6.64,15.9,1.38,7.1,22.0,599.0,1245.0,0.48100000000000004,74.0,0.42200000000000004,0.321,0.727,2016,11.7,24.9,36.6,8,Providence,633,Providence,11.94,8.46,69.8,104.4,0.48,2016,13.52,7.64,72.5,109.4,0.522,-1.58,0.8200000000000012,-2.700000000000003,-5.0,-0.04200000000000004
634,5,7,1,Indiana,5,1,1,4,2016,Indiana,3.97,6.94,16.0,1.17,9.9,24.0,618.0,1102.0,0.561,82.3,0.501,0.415,0.723,2016,12.0,25.3,37.4,12,Indiana,634,Indiana,19.59,6.9,69.1,119.2,0.587,2016,3.24,-3.46,68.1,110.5,0.524,16.35,10.36,1.0,8.700000000000003,0.06299999999999994
635,5,7,1,Chattanooga,12,0,0,5,2016,Chattanooga,4.79,7.79,14.6,1.17,7.6,21.0,610.0,1192.0,0.512,75.8,0.456,0.364,0.733,2016,10.9,24.9,35.8,5,Chattanooga,635,Chattanooga,3.24,-3.46,68.1,110.5,0.524,2016,19.59,6.9,69.1,119.2,0.587,-16.35,-10.36,-1.0,-8.700000000000003,-0.06299999999999994
636,4,9,1,Kentucky,4,1,1,6,2016,Kentucky,5.64,5.52,14.5,1.31,6.8,19.0,717.0,1358.0,0.528,79.6,0.478,0.369,0.684,2016,13.1,25.8,38.9,13,Kentucky,636,Kentucky,20.23,8.84,68.1,115.6,0.535,2016,3.75,-5.28,67.8,112.0,0.524,16.48,14.120000000000001,0.29999999999999716,3.5999999999999943,0.01100000000000001
637,4,9,1,Stony Brook,13,0,0,7,2016,Stony Brook,4.63,6.19,16.6,1.45,6.8,18.0,696.0,1333.0,0.522,76.8,0.47600000000000003,0.37200000000000005,0.672,2016,12.5,27.1,39.6,4,Stony Brook,637,Stony Brook,3.75,-5.28,67.8,112.0,0.524,2016,20.23,8.84,68.1,115.6,0.535,-16.48,-14.120000000000001,-0.29999999999999716,-3.5999999999999943,-0.01100000000000001
638,6,5,1,Notre Dame,6,1,1,8,2016,Notre Dame,3.91,5.59,13.5,1.39,7.3,20.0,634.0,1207.0,0.525,75.7,0.47100000000000003,0.369,0.735,2016,10.9,25.2,36.1,11,Notre Dame,638,Notre Dame,14.1,9.57,65.0,115.2,0.54,2016,13.75,7.92,65.7,111.9,0.546,0.34999999999999964,1.6500000000000004,-0.7000000000000028,3.299999999999997,-0.006000000000000005
639,6,5,1,Michigan,11,0,0,9,2016,Michigan,2.18,5.53,15.0,1.53,9.6,25.0,572.0,1077.0,0.531,74.3,0.466,0.384,0.737,2016,7.9,24.2,32.0,6,Michigan,639,Michigan,13.75,7.92,65.7,111.9,0.546,2016,14.1,9.57,65.0,115.2,0.54,-0.34999999999999964,-1.6500000000000004,0.7000000000000028,-3.299999999999997,0.006000000000000005
640,14,11,2,West Virginia,3,0,1,10,2016,West Virginia,2.53,9.94,14.8,1.05,6.1,18.0,721.0,1423.0,0.507,79.2,0.452,0.32899999999999996,0.67,2016,15.9,23.3,39.2,14,West Virginia,640,West Virginia,21.61,9.78,70.7,110.3,0.498,2016,9.23,-5.47,69.6,115.3,0.545,12.379999999999999,15.25,1.1000000000000085,-5.0,-0.04700000000000004
641,14,11,2,Stephen F. Austin,14,1,0,11,2016,Stephen F. Austin,3.56,9.06,18.9,1.52,7.9,22.0,672.0,1224.0,0.5489999999999999,80.7,0.484,0.368,0.73,2016,11.9,23.4,35.3,3,Stephen F. Austin,641,Stephen F. Austin,9.23,-5.47,69.6,115.3,0.545,2016,21.61,9.78,70.7,110.3,0.498,-12.379999999999999,-15.25,-1.1000000000000085,5.0,0.04700000000000004
642,7,3,1,Wisconsin,7,1,1,12,2016,Wisconsin,3.19,5.88,11.6,1.06,6.6,18.0,540.0,1158.0,0.466,68.9,0.43,0.358,0.7070000000000001,2016,11.4,23.5,34.9,10,Wisconsin,642,Wisconsin,13.4,9.4,64.1,105.1,0.485,2016,15.47,8.75,66.4,112.2,0.511,-2.0700000000000003,0.6500000000000004,-2.3000000000000114,-7.1000000000000085,-0.026000000000000023
643,7,3,1,Pitt,10,0,0,13,2016,Pittsburgh,3.69,4.97,16.9,1.45,6.3,18.0,659.0,1293.0,0.51,76.0,0.46,0.348,0.754,2016,12.8,25.4,38.2,7,Pittsburgh,643,Pittsburgh,15.47,8.75,66.4,112.2,0.511,2016,13.4,9.4,64.1,105.1,0.485,2.0700000000000003,-0.6500000000000004,2.3000000000000114,7.1000000000000085,0.026000000000000023
644,2,13,1,Xavier,2,1,1,14,2016,Xavier,3.06,7.31,16.4,1.28,7.6,21.0,633.0,1266.0,0.5,81.3,0.452,0.36200000000000004,0.731,2016,13.1,27.9,41.0,15,Xavier,644,Xavier,18.58,8.43,72.4,111.2,0.514,2016,0.18,-5.13,68.6,109.4,0.559,18.4,13.559999999999999,3.8000000000000114,1.7999999999999972,-0.04500000000000004
645,2,13,1,Weber State,15,0,0,15,2016,Weber State,3.5,4.97,13.9,1.05,8.4,23.0,600.0,1063.0,0.564,76.7,0.484,0.374,0.677,2016,8.6,28.9,37.5,2,Weber State,645,Weber State,0.18,-5.13,68.6,109.4,0.559,2016,18.58,8.43,72.4,111.2,0.514,-18.4,-13.559999999999999,-3.8000000000000114,-1.7999999999999972,0.04500000000000004
646,1,8,1,UNC,1,1,1,16,2016,North Carolina,4.38,6.88,18.1,1.66,5.4,17.0,864.0,1604.0,0.539,82.3,0.479,0.314,0.738,2016,14.0,26.9,41.0,9,North Carolina,646,North Carolina,23.44,10.69,70.2,118.0,0.526,2016,11.94,8.46,69.8,104.4,0.48,11.500000000000002,2.2299999999999986,0.4000000000000057,13.599999999999994,0.04600000000000004
